year,filename,grvar,grupo,subvar,variable
2001,2001_inmunoprevenibles_fiebre-amarilla-6.csv,04,inmunoprevenibles,10,fiebre amarilla (6*)
2001,2001_inmunoprevenibles_rabia-humana-7.csv,04,inmunoprevenibles,11,rabia humana (7*)
2001,2001_infecciones-de-transmision-sexual_its-mujer-con-ulcera-genital.csv,05,infecciones de transmision sexual,01,its mujer con ulcera genital
2001,2001_infecciones-de-transmision-sexual_its-hombre-con-ulcera-genital.csv,05,infecciones de transmision sexual,02,its hombre con ulcera genital
2001,2001_infecciones-de-transmision-sexual_its-home-con-flujo-uretral.csv,05,infecciones de transmision sexual,03,its home con flujo uretral
2001,2001_infecciones-de-transmision-sexual_sida-o-vih.csv,05,infecciones de transmision sexual,04,sida o vih +
2001,2001_infecciones-de-transmision-sexual_sifilis-congenita-nacido-vivo.csv,05,infecciones de transmision sexual,05,sifilis congenita - nacido vivo
2001,2001_infecciones-de-transmision-sexual_sifilis-congenita-mortinato.csv,05,infecciones de transmision sexual,06,sifilis congenita - mortinato
2001,2001_otras-infecciones_diarrea.csv,06,otras infecciones,01,diarrea
2001,2001_otras-infecciones_neumonia.csv,06,otras infecciones,03,neumonia
2001,2001_otras-infecciones_enfermedad-de-hansen.csv,06,otras infecciones,05,enfermedad de hansen
2001,2001_otras-infecciones_sintomatico-respiratorio.csv,06,otras infecciones,06,sintomatico respiratorio
2001,2001_otras-infecciones_fiebre-hemorragica-13.csv,06,otras infecciones,07,fiebre hemorragica (13*)
2001,2001_otras-infecciones_enfermedad-respiratoria-hanta-14.csv,06,otras infecciones,08,enfermedad respiratoria hanta (14*)
2001,2001_otras-infecciones_tifus-exantematico-15.csv,06,otras infecciones,09,tifus exantematico (15*)
2001,2001_otras-infecciones_meningitis-17-18-19.csv,06,otras infecciones,10,"meningitis (17, 18*, 19*)"
2001,2001_tuberculosis-casos-confirmados_meningitis-tuberculosa-en-menores-de-5-anos.csv,07,tuberculosis (casos confirmados),02,meningitis tuberculosa en menores de 5 anos
2001,2001_tuberculosis-casos-confirmados_tuberculosis-pulmonar-baar-nuevos.csv,07,tuberculosis (casos confirmados),03,tuberculosis pulmonar baar (+) nuevos
2001,2001_tuberculosis-casos-confirmados_tuberculosis-pulmonar-baar.csv,07,tuberculosis (casos confirmados),04,tuberculosis pulmonar baar (-)
2001,2001_tuberculosis-casos-confirmados_tuberculosis-extrapulmonar.csv,07,tuberculosis (casos confirmados),05,tuberculosis extrapulmonar
2001,2001_tuberculosis-casos-confirmados_tuberculosis-pulmonar-baar-prevamente-tratados.csv,07,tuberculosis (casos confirmados),06,tuberculosis pulmonar baar (+) prevamente tratados
2001,2001_violencia-intrafamiliar_violencia-contra-el-hombre.csv,08,violencia intrafamiliar,01,violencia contra el hombre
2001,2001_violencia-intrafamiliar_violencia-contra-la-mujer.csv,08,violencia intrafamiliar,02,violencia contra la mujer
2001,2001_violencia-intrafamiliar_violencia-contra-el-nino.csv,08,violencia intrafamiliar,03,violencia contra el nino
2001,2001_violencia-intrafamiliar_violencia-contra-la-nina.csv,08,violencia intrafamiliar,04,violencia contra la nina
2001,2001_mortalidad-en-el-establecimiento-leatalidad_muerte-materna.csv,09,mortalidad en el establecimiento ( leatalidad),01,muerte materna
2001,2001_mortalidad-en-el-establecimiento-leatalidad_muerte-rn-menor-de-7-dias.csv,09,mortalidad en el establecimiento ( leatalidad),02,muerte rn menor de 7 dias
2001,2001_mortalidad-en-el-establecimiento-leatalidad_muerte-menor-de-5-anos-por-diarrea.csv,09,mortalidad en el establecimiento ( leatalidad),04,muerte menor de 5 anos por diarrea
2001,2001_mortalidad-en-el-establecimiento-leatalidad_muerte-menor-de-5-anos-por-neumonia.csv,09,mortalidad en el establecimiento ( leatalidad),05,muerte menor de 5 anos por neumonia
2001,2001_mortalidad-en-el-establecimiento-leatalidad_muerte-menor-de-5-anos-por-otras-causas.csv,09,mortalidad en el establecimiento ( leatalidad),06,muerte menor de 5 anos por otras causas
2001,2001_mortalidad-en-el-establecimiento-leatalidad_otras-muertes-en-personas-mayores-de-5-anos.csv,09,mortalidad en el establecimiento ( leatalidad),07,otras muertes en personas mayores de 5 anos
2001,2001_mortalidad-en-el-establecimiento-leatalidad_muerte-por-malaria-p-falciparum.csv,09,mortalidad en el establecimiento ( leatalidad),08,muerte por malaria (p. falciparum)
2001,2001_alto-riesgo-obstetrico_hemorragia-de-la-primera-mitad-del-embarazo.csv,10,alto riesgo obstetrico,05,hemorragia de la primera mitad del embarazo
2001,2001_alto-riesgo-obstetrico_parto-de-adolecente-menor-de-20-anos.csv,10,alto riesgo obstetrico,06,parto de adolecente (menor de 20 anos)
2001,2001_alto-riesgo-obstetrico_parto-de-mujer-anosa-mayor-de-35-anos.csv,10,alto riesgo obstetrico,07,parto de mujer anosa (mayor de 35 anos)
2001,2001_alto-riesgo-obstetrico_parturienta-con-hijo-anterior-vivo.csv,10,alto riesgo obstetrico,08,parturienta con hijo anterior vivo
2001,2001_alto-riesgo-obstetrico_parturienta-con-hijo-anterior-muerto.csv,10,alto riesgo obstetrico,09,parturienta con hijo anterior muerto
2001,2001_estado-nutricional-en-menores-de-5-anos_clasificacion-a-y-b.csv,11,estado nutricional en menores de 5 anos,01,clasificacion a y b
2001,2001_estado-nutricional-en-menores-de-5-anos_clasificacion-c.csv,11,estado nutricional en menores de 5 anos,02,clasificacion c
2001,2001_estado-nutricional-en-menores-de-5-anos_clasificacion-d.csv,11,estado nutricional en menores de 5 anos,03,clasificacion d
2001,2001_estado-nutricional-en-menores-de-5-anos_clasificacion-e.csv,11,estado nutricional en menores de 5 anos,04,clasificacion e
2001,2001_estado-nutricional-en-menores-de-5-anos_clasificacion-f.csv,11,estado nutricional en menores de 5 anos,05,clasificacion f
2001,2001_intoxicaciones_alimentos-brotes.csv,13,intoxicaciones,02,alimentos (brotes)
2001,2001_intoxicaciones_alcohol.csv,13,intoxicaciones,03,alcohol
2001,2001_intoxicaciones_drogas.csv,13,intoxicaciones,04,drogas
2001,2001_intoxicaciones_organosfosforados.csv,13,intoxicaciones,05,organosfosforados
2001,2001_enfermedades-metaxenicas_malaria.csv,14,enfermedades metaxenicas,01,malaria
2001,2001_enfermedades-metaxenicas_leishmaniasis.csv,14,enfermedades metaxenicas,02,leishmaniasis
2001,2001_enfermedades-metaxenicas_dengue.csv,14,enfermedades metaxenicas,03,dengue
2001,2001_enfermedades-metaxenicas_enfermedades-de-chagas-aguda.csv,14,enfermedades metaxenicas,04,enfermedades de chagas aguda
2001,2001_mortalidad-fuera-del-establecimiento_muerte-materna.csv,15,mortalidad fuera del establecimiento,01,muerte materna
2001,2001_mortalidad-fuera-del-establecimiento_muerte-por-otras-causas.csv,15,mortalidad fuera del establecimiento,02,muerte por otras causas
2002,2002_clasificacion-general-sistemica_enfermedades-del-sistema-nervioso.csv,00,clasificacion general sistemica,01,enfermedades del sistema nervioso
2002,2002_clasificacion-general-sistemica_enfermedades-del-ojo-y-anexos.csv,00,clasificacion general sistemica,02,enfermedades del ojo y anexos
2002,2002_clasificacion-general-sistemica_enfermedades-del-oido-y-apofisis-mastoides.csv,00,clasificacion general sistemica,03,enfermedades del oido y apofisis mastoides
2002,2002_clasificacion-general-sistemica_enfermedades-del-sistema-cardio-circulatorio.csv,00,clasificacion general sistemica,04,enfermedades del sistema cardio circulatorio
2002,2002_clasificacion-general-sistemica_enfermedades-del-sistema-respiratorio.csv,00,clasificacion general sistemica,05,enfermedades del sistema respiratorio
2002,2002_clasificacion-general-sistemica_enfermedades-del-sistema-digestivo.csv,00,clasificacion general sistemica,06,enfermedades del sistema digestivo
2002,2002_clasificacion-general-sistemica_enfermedades-del-sistema-genitourinario.csv,00,clasificacion general sistemica,07,enfermedades del sistema genitourinario
2002,2002_clasificacion-general-sistemica_enfermedades-de-piel-y-celular-subcutanea.csv,00,clasificacion general sistemica,08,enfermedades de piel y celular subcutanea
2002,2002_clasificacion-general-sistemica_enfermedades-endocrinas-nutricionales-metabolicas.csv,00,clasificacion general sistemica,09,enfermedades endocrinas - nutricionales - metabolicas
2002,2002_clasificacion-general-sistemica_enfermedades-sistema-osteomuscular-y-tejido-conjuntivo.csv,00,clasificacion general sistemica,10,enfermedades sistema osteomuscular y tejido conjuntivo
2002,2002_clasificacion-general-sistemica_enfermedades-de-la-sangre-y-transtornos-inmunitarios.csv,00,clasificacion general sistemica,11,enfermedades de la sangre y transtornos inmunitarios
2002,2002_clasificacion-general-sistemica_enfermedades-tumorales.csv,00,clasificacion general sistemica,12,enfermedades tumorales
2002,2002_clasificacion-general-sistemica_complicaciones-embarazo-parto-y-puerperio.csv,00,clasificacion general sistemica,13,"complicaciones embarazo, parto y puerperio"
2002,2002_clasificacion-general-sistemica_malformaciones-congenitas.csv,00,clasificacion general sistemica,14,malformaciones congenitas
2002,2002_clasificacion-general-sistemica_traumatismos-y-envenenamiento.csv,00,clasificacion general sistemica,15,traumatismos y envenenamiento
2002,2002_clasificacion-general-sistemica_transtornos-mentales-y-del-comportamiento.csv,00,clasificacion general sistemica,16,transtornos mentales y del comportamiento
2002,2002_clasificacion-general-sistemica_otras-causas.csv,00,clasificacion general sistemica,17,otras causas
2002,2002_sospecha-diagnostica_sarampion.csv,01,sospecha diagnostica,01,sarampion
2002,2002_sospecha-diagnostica_rubeola.csv,01,sospecha diagnostica,02,rubeola
2002,2002_sospecha-diagnostica_tosferina.csv,01,sospecha diagnostica,03,tosferina
2002,2002_sospecha-diagnostica_difteria.csv,01,sospecha diagnostica,04,difteria
2002,2002_sospecha-diagnostica_fiebre-amarilla.csv,01,sospecha diagnostica,06,fiebre amarilla
2002,2002_sospecha-diagnostica_dengue-hemorragico.csv,01,sospecha diagnostica,07,dengue hemorragico
2002,2002_sospecha-diagnostica_poliomielitis.csv,01,sospecha diagnostica,09,poliomielitis
2002,2002_sospecha-diagnostica_fiebre-hemorragica.csv,02,sospecha diagnostica,09,fiebre hemorragica
2002,2002_sospecha-diagnostica_tifus-exantematico.csv,02,sospecha diagnostica,10,tifus exantematico
2002,2002_sospecha-diagnostica_peste.csv,02,sospecha diagnostica,11,peste
2002,2002_sospecha-diagnostica_meningitis-meningococcica.csv,02,sospecha diagnostica,12,meningitis meningococcica
2002,2002_sospecha-diagnostica_colera.csv,02,sospecha diagnostica,13,colera
2002,2002_sospecha-diagnostica_hantavirus.csv,02,sospecha diagnostica,14,hantavirus
2002,2002_sospecha-diagnostica_rabia-humana-canina.csv,02,sospecha diagnostica,15,rabia (humana/canina)
2002,2002_sospecha-diagnostica_sida-mujeres.csv,02,sospecha diagnostica,16,sida mujeres
2002,2002_sospecha-diagnostica_sida-hombres.csv,02,sospecha diagnostica,17,sida hombres
2002,2002_sospecha-diagnostica_sifilis.csv,02,sospecha diagnostica,18,sifilis
2002,2002_sospecha-diagnostica_meningitis-por-hemophilus-influenzae.csv,02,sospecha diagnostica,19,meningitis por hemophilus influenzae
2002,2002_sospecha-diagnostica_meningitis-tuberculosa.csv,02,sospecha diagnostica,20,meningitis tuberculosa
2002,2002_inmunoprevenibles_tetanos-neonatal.csv,04,inmunoprevenibles,01,tetanos neonatal
2002,2002_inmunoprevenibles_tetanos-de-adulto.csv,04,inmunoprevenibles,02,tetanos de adulto
2002,2002_inmunoprevenibles_hepatitis-viral.csv,04,inmunoprevenibles,03,hepatitis viral
2002,2002_inmunoprevenibles_eruptivas.csv,04,inmunoprevenibles,05,eruptivas
2002,2002_inmunoprevenibles_paralisis-flacida.csv,04,inmunoprevenibles,06,paralisis flacida
2002,2002_inmunoprevenibles_rabia-canina.csv,04,inmunoprevenibles,07,rabia canina
2002,2002_inmunoprevenibles_tosferina-3.csv,04,inmunoprevenibles,08,tosferina (3*)
2002,2002_inmunoprevenibles_difteria-4.csv,04,inmunoprevenibles,09,difteria (4*)
2002,2002_inmunoprevenibles_fiebre-amarilla-6.csv,04,inmunoprevenibles,10,fiebre amarilla (6*)
2002,2002_inmunoprevenibles_rabia-humana-7.csv,04,inmunoprevenibles,11,rabia humana (7*)
2002,2002_infecciones-de-transmision-sexual_its-mujer-con-ulcera-genital.csv,05,infecciones de transmision sexual,01,its mujer con ulcera genital
2002,2002_infecciones-de-transmision-sexual_its-hombre-con-ulcera-genital.csv,05,infecciones de transmision sexual,02,its hombre con ulcera genital
2002,2002_infecciones-de-transmision-sexual_its-home-con-flujo-uretral.csv,05,infecciones de transmision sexual,03,its home con flujo uretral
2002,2002_infecciones-de-transmision-sexual_sida-o-vih.csv,05,infecciones de transmision sexual,04,sida o vih +
2002,2002_infecciones-de-transmision-sexual_sifilis-congenita-nacido-vivo.csv,05,infecciones de transmision sexual,05,sifilis congenita - nacido vivo
2002,2002_infecciones-de-transmision-sexual_sifilis-congenita-mortinato.csv,05,infecciones de transmision sexual,06,sifilis congenita - mortinato
2002,2002_otras-infecciones_diarrea.csv,06,otras infecciones,01,diarrea
2002,2002_otras-infecciones_neumonia.csv,06,otras infecciones,03,neumonia
2002,2002_otras-infecciones_enfermedad-de-hansen.csv,06,otras infecciones,05,enfermedad de hansen
2002,2002_otras-infecciones_sintomatico-respiratorio.csv,06,otras infecciones,06,sintomatico respiratorio
2002,2002_otras-infecciones_fiebre-hemorragica-13.csv,06,otras infecciones,07,fiebre hemorragica (13*)
2002,2002_otras-infecciones_enfermedad-respiratoria-hanta-14.csv,06,otras infecciones,08,enfermedad respiratoria hanta (14*)
2002,2002_otras-infecciones_tifus-exantematico-15.csv,06,otras infecciones,09,tifus exantematico (15*)
2002,2002_otras-infecciones_meningitis-17-18-19.csv,06,otras infecciones,10,"meningitis (17, 18*, 19*)"
2002,2002_tuberculosis-casos-confirmados_meningitis-tuberculosa-en-menores-de-5-anos.csv,07,tuberculosis (casos confirmados),02,meningitis tuberculosa en menores de 5 anos
2002,2002_tuberculosis-casos-confirmados_tuberculosis-pulmonar-baar-nuevos.csv,07,tuberculosis (casos confirmados),03,tuberculosis pulmonar baar (+) nuevos
2002,2002_tuberculosis-casos-confirmados_tuberculosis-pulmonar-baar.csv,07,tuberculosis (casos confirmados),04,tuberculosis pulmonar baar (-)
2002,2002_tuberculosis-casos-confirmados_tuberculosis-extrapulmonar.csv,07,tuberculosis (casos confirmados),05,tuberculosis extrapulmonar
2002,2002_tuberculosis-casos-confirmados_tuberculosis-pulmonar-baar-prevamente-tratados.csv,07,tuberculosis (casos confirmados),06,tuberculosis pulmonar baar (+) prevamente tratados
2002,2002_violencia-intrafamiliar_violencia-contra-el-hombre.csv,08,violencia intrafamiliar,01,violencia contra el hombre
2002,2002_violencia-intrafamiliar_violencia-contra-la-mujer.csv,08,violencia intrafamiliar,02,violencia contra la mujer
2002,2002_violencia-intrafamiliar_violencia-contra-el-nino.csv,08,violencia intrafamiliar,03,violencia contra el nino
2002,2002_violencia-intrafamiliar_violencia-contra-la-nina.csv,08,violencia intrafamiliar,04,violencia contra la nina
2002,2002_mortalidad-en-el-establecimiento-leatalidad_muerte-materna.csv,09,mortalidad en el establecimiento ( leatalidad),01,muerte materna
2002,2002_mortalidad-en-el-establecimiento-leatalidad_muerte-rn-menor-de-7-dias.csv,09,mortalidad en el establecimiento ( leatalidad),02,muerte rn menor de 7 dias
2002,2002_mortalidad-en-el-establecimiento-leatalidad_muerte-menor-de-5-anos-por-diarrea.csv,09,mortalidad en el establecimiento ( leatalidad),04,muerte menor de 5 anos por diarrea
2002,2002_mortalidad-en-el-establecimiento-leatalidad_muerte-menor-de-5-anos-por-neumonia.csv,09,mortalidad en el establecimiento ( leatalidad),05,muerte menor de 5 anos por neumonia
2002,2002_mortalidad-en-el-establecimiento-leatalidad_muerte-menor-de-5-anos-por-otras-causas.csv,09,mortalidad en el establecimiento ( leatalidad),06,muerte menor de 5 anos por otras causas
2002,2002_mortalidad-en-el-establecimiento-leatalidad_otras-muertes-en-personas-mayores-de-5-anos.csv,09,mortalidad en el establecimiento ( leatalidad),07,otras muertes en personas mayores de 5 anos
2002,2002_mortalidad-en-el-establecimiento-leatalidad_muerte-por-malaria-p-falciparum.csv,09,mortalidad en el establecimiento ( leatalidad),08,muerte por malaria (p. falciparum)
2002,2002_alto-riesgo-obstetrico_hemorragia-de-la-primera-mitad-del-embarazo.csv,10,alto riesgo obstetrico,05,hemorragia de la primera mitad del embarazo
2002,2002_alto-riesgo-obstetrico_parto-de-adolecente-menor-de-20-anos.csv,10,alto riesgo obstetrico,06,parto de adolecente (menor de 20 anos)
2002,2002_alto-riesgo-obstetrico_parto-de-mujer-anosa-mayor-de-35-anos.csv,10,alto riesgo obstetrico,07,parto de mujer anosa (mayor de 35 anos)
2002,2002_alto-riesgo-obstetrico_parturienta-con-hijo-anterior-vivo.csv,10,alto riesgo obstetrico,08,parturienta con hijo anterior vivo
2002,2002_alto-riesgo-obstetrico_parturienta-con-hijo-anterior-muerto.csv,10,alto riesgo obstetrico,09,parturienta con hijo anterior muerto
2002,2002_estado-nutricional-en-menores-de-5-anos_clasificacion-a-y-b.csv,11,estado nutricional en menores de 5 anos,01,clasificacion a y b
2002,2002_estado-nutricional-en-menores-de-5-anos_clasificacion-c.csv,11,estado nutricional en menores de 5 anos,02,clasificacion c
2002,2002_estado-nutricional-en-menores-de-5-anos_clasificacion-d.csv,11,estado nutricional en menores de 5 anos,03,clasificacion d
2002,2002_estado-nutricional-en-menores-de-5-anos_clasificacion-e.csv,11,estado nutricional en menores de 5 anos,04,clasificacion e
2002,2002_estado-nutricional-en-menores-de-5-anos_clasificacion-f.csv,11,estado nutricional en menores de 5 anos,05,clasificacion f
2002,2002_intoxicaciones_alimentos-brotes.csv,13,intoxicaciones,02,alimentos (brotes)
2002,2002_intoxicaciones_alcohol.csv,13,intoxicaciones,03,alcohol
2002,2002_intoxicaciones_drogas.csv,13,intoxicaciones,04,drogas
2002,2002_intoxicaciones_organosfosforados.csv,13,intoxicaciones,05,organosfosforados
2002,2002_enfermedades-metaxenicas_malaria.csv,14,enfermedades metaxenicas,01,malaria
2002,2002_enfermedades-metaxenicas_leishmaniasis.csv,14,enfermedades metaxenicas,02,leishmaniasis
2002,2002_enfermedades-metaxenicas_dengue.csv,14,enfermedades metaxenicas,03,dengue
2002,2002_enfermedades-metaxenicas_enfermedades-de-chagas-aguda.csv,14,enfermedades metaxenicas,04,enfermedades de chagas aguda
2002,2002_mortalidad-fuera-del-establecimiento_muerte-materna.csv,15,mortalidad fuera del establecimiento,01,muerte materna
2002,2002_mortalidad-fuera-del-establecimiento_muerte-por-otras-causas.csv,15,mortalidad fuera del establecimiento,02,muerte por otras causas
2003,2003_clasificacion-general-sistemica_enfermedades-del-sistema-nervioso.csv,00,clasificacion general sistemica,01,enfermedades del sistema nervioso
2003,2003_clasificacion-general-sistemica_enfermedades-del-ojo-y-anexos.csv,00,clasificacion general sistemica,02,enfermedades del ojo y anexos
2003,2003_clasificacion-general-sistemica_enfermedades-del-oido-y-apofisis-mastoides.csv,00,clasificacion general sistemica,03,enfermedades del oido y apofisis mastoides
2003,2003_clasificacion-general-sistemica_enfermedades-del-sistema-cardio-circulatorio.csv,00,clasificacion general sistemica,04,enfermedades del sistema cardio circulatorio
2003,2003_clasificacion-general-sistemica_enfermedades-del-sistema-respiratorio.csv,00,clasificacion general sistemica,05,enfermedades del sistema respiratorio
2003,2003_clasificacion-general-sistemica_enfermedades-del-sistema-digestivo.csv,00,clasificacion general sistemica,06,enfermedades del sistema digestivo
2003,2003_clasificacion-general-sistemica_enfermedades-del-sistema-genitourinario.csv,00,clasificacion general sistemica,07,enfermedades del sistema genitourinario
2003,2003_clasificacion-general-sistemica_enfermedades-de-piel-y-celular-subcutanea.csv,00,clasificacion general sistemica,08,enfermedades de piel y celular subcutanea
2003,2003_clasificacion-general-sistemica_enfermedades-endocrinas-nutricionales-metabolicas.csv,00,clasificacion general sistemica,09,enfermedades endocrinas - nutricionales - metabolicas
2003,2003_clasificacion-general-sistemica_enfermedades-sistema-osteomuscular-y-tejido-conjuntivo.csv,00,clasificacion general sistemica,10,enfermedades sistema osteomuscular y tejido conjuntivo
2003,2003_clasificacion-general-sistemica_enfermedades-de-la-sangre-y-transtornos-inmunitarios.csv,00,clasificacion general sistemica,11,enfermedades de la sangre y transtornos inmunitarios
2003,2003_clasificacion-general-sistemica_enfermedades-tumorales.csv,00,clasificacion general sistemica,12,enfermedades tumorales
2003,2003_clasificacion-general-sistemica_complicaciones-embarazo-parto-y-puerperio.csv,00,clasificacion general sistemica,13,"complicaciones embarazo, parto y puerperio"
2003,2003_clasificacion-general-sistemica_malformaciones-congenitas.csv,00,clasificacion general sistemica,14,malformaciones congenitas
2003,2003_clasificacion-general-sistemica_traumatismos-y-envenenamiento.csv,00,clasificacion general sistemica,15,traumatismos y envenenamiento
2003,2003_clasificacion-general-sistemica_transtornos-mentales-y-del-comportamiento.csv,00,clasificacion general sistemica,16,transtornos mentales y del comportamiento
2003,2003_clasificacion-general-sistemica_otras-causas.csv,00,clasificacion general sistemica,17,otras causas
2003,2003_sospecha-diagnostica_sarampion.csv,01,sospecha diagnostica,01,sarampion
2003,2003_sospecha-diagnostica_rubeola.csv,01,sospecha diagnostica,02,rubeola
2003,2003_sospecha-diagnostica_tosferina.csv,01,sospecha diagnostica,03,tosferina
2003,2003_sospecha-diagnostica_difteria.csv,01,sospecha diagnostica,04,difteria
2003,2003_sospecha-diagnostica_fiebre-amarilla.csv,01,sospecha diagnostica,06,fiebre amarilla
2003,2003_sospecha-diagnostica_dengue-hemorragico.csv,01,sospecha diagnostica,07,dengue hemorragico
2003,2003_sospecha-diagnostica_poliomielitis.csv,01,sospecha diagnostica,09,poliomielitis
2003,2003_sospecha-diagnostica_fiebre-hemorragica.csv,02,sospecha diagnostica,09,fiebre hemorragica
2003,2003_sospecha-diagnostica_tifus-exantematico.csv,02,sospecha diagnostica,10,tifus exantematico
2003,2003_sospecha-diagnostica_peste.csv,02,sospecha diagnostica,11,peste
2003,2003_sospecha-diagnostica_meningitis-meningococcica.csv,02,sospecha diagnostica,12,meningitis meningococcica
2003,2003_sospecha-diagnostica_colera.csv,02,sospecha diagnostica,13,colera
2003,2003_sospecha-diagnostica_hantavirus.csv,02,sospecha diagnostica,14,hantavirus
2003,2003_sospecha-diagnostica_rabia-humana-canina.csv,02,sospecha diagnostica,15,rabia (humana/canina)
2003,2003_sospecha-diagnostica_sida-mujeres.csv,02,sospecha diagnostica,16,sida mujeres
2003,2003_sospecha-diagnostica_sida-hombres.csv,02,sospecha diagnostica,17,sida hombres
2003,2003_sospecha-diagnostica_sifilis.csv,02,sospecha diagnostica,18,sifilis
2003,2003_sospecha-diagnostica_meningitis-por-hemophilus-influenzae.csv,02,sospecha diagnostica,19,meningitis por hemophilus influenzae
