codigo_municipio,municipio,grupo,variable,mes,totales_total-dentro,totales-1_total-fuera,totales-2_total
60303,VILLA MONTES,mortalidad materna,muerte materna notificada,2017-04-01,1,0,1
11001,VILLA VACA GUZMAN (MUYUPAMPA),mortalidad materna,muerte materna notificada,2017-04-01,1,0,1
30101,COCHABAMBA,mortalidad materna,muerte materna notificada,2017-05-01,2,0,2
50101,POTOSI,mortalidad materna,muerte materna notificada,2017-05-01,1,0,1
70501,SAN JOSE DE CHIQUITOS,mortalidad materna,muerte materna notificada,2017-05-01,1,0,1
50501,SAN PEDRO DE BUENA VISTA,mortalidad materna,muerte materna notificada,2017-05-01,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2017-05-01,2,0,2
50102,TINGUIPAYA,mortalidad materna,muerte materna notificada,2017-05-01,0,1,1
90101,COBIJA,mortalidad materna,muerte materna notificada,2017-06-01,1,0,1
30303,COCAPATA,mortalidad materna,muerte materna notificada,2017-06-01,0,1,1
31301,MIZQUE,mortalidad materna,muerte materna notificada,2017-06-01,0,1,1
50101,POTOSI,mortalidad materna,muerte materna notificada,2017-06-01,1,0,1
50701,SACACA,mortalidad materna,muerte materna notificada,2017-06-01,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2017-06-01,0,1,1
60101,TARIJA,mortalidad materna,muerte materna notificada,2017-06-01,1,0,1
50502,TORO TORO,mortalidad materna,muerte materna notificada,2017-06-01,0,1,1
20801,VIACHA,mortalidad materna,muerte materna notificada,2017-06-01,0,1,1
31003,VILLA TUNARI,mortalidad materna,muerte materna notificada,2017-06-01,1,0,1
60402,YUNCHARA,mortalidad materna,muerte materna notificada,2017-06-01,0,1,1
21101,CHULUMANI (V. DE LA LIBERTAD),mortalidad materna,muerte materna notificada,2017-07-01,0,1,1
30101,COCHABAMBA,mortalidad materna,muerte materna notificada,2017-07-01,1,0,1
51001,SAN PABLO DE LIPEZ,mortalidad materna,muerte materna notificada,2017-07-01,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2017-07-01,2,0,2
60101,TARIJA,mortalidad materna,muerte materna notificada,2017-07-01,1,0,1
31601,TIRAQUE (CBBA),mortalidad materna,muerte materna notificada,2017-07-01,0,1,1
20801,VIACHA,mortalidad materna,muerte materna notificada,2017-07-01,0,1,1
30501,ARANI,mortalidad materna,muerte materna notificada,2017-08-01,0,1,1
30101,COCHABAMBA,mortalidad materna,muerte materna notificada,2017-08-01,3,0,3
21001,INQUISIVI,mortalidad materna,muerte materna notificada,2017-08-01,0,1,1
21105,LA ASUNTA,mortalidad materna,muerte materna notificada,2017-08-01,1,2,3
10401,PADILLA,mortalidad materna,muerte materna notificada,2017-08-01,1,0,1
10302,PRESTO,mortalidad materna,muerte materna notificada,2017-08-01,0,1,1
51101,PUNA,mortalidad materna,muerte materna notificada,2017-08-01,0,1,1
31401,PUNATA,mortalidad materna,muerte materna notificada,2017-08-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2017-08-01,3,1,4
70602,SANTA ROSA DEL SARA,mortalidad materna,muerte materna notificada,2017-08-01,1,0,1
10101,SUCRE,mortalidad materna,muerte materna notificada,2017-08-01,1,0,1
50102,TINGUIPAYA,mortalidad materna,muerte materna notificada,2017-08-01,0,1,1
21101,CHULUMANI (V. DE LA LIBERTAD),mortalidad materna,muerte materna notificada,2017-09-01,0,1,1
30101,COCHABAMBA,mortalidad materna,muerte materna notificada,2017-09-01,1,0,1
10703,INCAHUASI,mortalidad materna,muerte materna notificada,2017-09-01,0,1,1
50403,POCOATA,mortalidad materna,muerte materna notificada,2017-09-01,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2017-09-01,3,0,3
30602,TACOPAYA,mortalidad materna,muerte materna notificada,2017-09-01,0,1,1
30301,AYOPAYA (V. DE INDEPENDENCIA),mortalidad materna,muerte materna notificada,2017-10-01,0,1,1
21101,CHULUMANI (V. DE LA LIBERTAD),mortalidad materna,muerte materna notificada,2017-10-01,0,1,1
30101,COCHABAMBA,mortalidad materna,muerte materna notificada,2017-10-01,0,1,1
50401,COLQUECHACA,mortalidad materna,muerte materna notificada,2017-10-01,0,1,1
50101,POTOSI,mortalidad materna,muerte materna notificada,2017-10-01,1,0,1
50501,SAN PEDRO DE BUENA VISTA,mortalidad materna,muerte materna notificada,2017-10-01,0,1,1
10101,SUCRE,mortalidad materna,muerte materna notificada,2017-10-01,1,0,1
20801,VIACHA,mortalidad materna,muerte materna notificada,2017-10-01,0,1,1
30301,AYOPAYA (V. DE INDEPENDENCIA),mortalidad materna,muerte materna notificada,2017-11-01,0,1,1
30303,COCAPATA,mortalidad materna,muerte materna notificada,2017-11-01,0,1,1
30101,COCHABAMBA,mortalidad materna,muerte materna notificada,2017-11-01,2,0,2
10101,SUCRE,mortalidad materna,muerte materna notificada,2017-11-01,1,0,1
22001,CARANAVI,mortalidad materna,muerte materna notificada,2017-12-01,1,0,1
30101,COCHABAMBA,mortalidad materna,muerte materna notificada,2017-12-01,2,0,2
70101,SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2017-12-01,1,0,1
10101,SUCRE,mortalidad materna,muerte materna notificada,2017-12-01,1,0,1
50201,UNCIA,mortalidad materna,muerte materna notificada,2017-12-01,0,1,1
