codigo_municipio,municipio,grupo,variable,mes,hombres,mujeres,hombres total,mujeres total,total
21602,CURVA,estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
20105,EL ALTO,estado nutricional,clasificacion f,2004-01-01,45,29,45,29,74
40103,EL CHORO,estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
71503,EL PUENTE(STC),estado nutricional,clasificacion f,2004-01-01,0,4,0,4,4
60502,EL PUENTE(TJA),estado nutricional,clasificacion f,2004-01-01,2,1,2,1,3
70105,EL TORNO,estado nutricional,clasificacion f,2004-01-01,4,2,4,2,6
10405,EL VILLAR,estado nutricional,clasificacion f,2004-01-01,3,2,3,2,5
60601,ENTRE RIOS,estado nutricional,clasificacion f,2004-01-01,2,1,2,1,3
80402,EXALTACION,estado nutricional,clasificacion f,2004-01-01,2,2,2,2,4
71002,GENERAL SAAVEDRA,estado nutricional,clasificacion f,2004-01-01,3,0,3,0,3
21601,GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,clasificacion f,2004-01-01,1,1,1,1,2
20602,GUANAY,estado nutricional,clasificacion f,2004-01-01,4,1,4,1,5
80202,GUAYARAMERIN,estado nutricional,clasificacion f,2004-01-01,1,4,1,4,5
70705,GUTIERREZ,estado nutricional,clasificacion f,2004-01-01,11,11,11,11,22
10502,HUACARETA,estado nutricional,clasificacion f,2004-01-01,3,2,3,2,5
11002,HUACAYA (VILLA DE HUACAYA),estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
40701,HUANUNI,estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
21005,ICHOCA,estado nutricional,clasificacion f,2004-01-01,2,2,2,2,4
10304,ICLA,estado nutricional,clasificacion f,2004-01-01,6,2,6,2,8
10703,INCAHUASI,estado nutricional,clasificacion f,2004-01-01,13,6,13,6,19
21001,INQUISIVI,estado nutricional,clasificacion f,2004-01-01,5,5,5,5,10
21501,IXIAMAS,estado nutricional,clasificacion f,2004-01-01,9,2,9,2,11
21105,LA ASUNTA,estado nutricional,clasificacion f,2004-01-01,1,1,1,1,2
70104,LA GUARDIA,estado nutricional,clasificacion f,2004-01-01,3,2,3,2,5
20101,LA PAZ,estado nutricional,clasificacion f,2004-01-01,56,13,56,13,69
70701,LAGUNILLAS,estado nutricional,clasificacion f,2004-01-01,4,2,4,2,6
10903,LAS CARRERAS,estado nutricional,clasificacion f,2004-01-01,0,1,0,1,1
50203,LLALLAGUA,estado nutricional,clasificacion f,2004-01-01,16,13,16,13,29
11003,MACHARETI,estado nutricional,clasificacion f,2004-01-01,1,3,1,3,4
71003,MINEROS,estado nutricional,clasificacion f,2004-01-01,16,5,16,5,21
31301,MIZQUE,estado nutricional,clasificacion f,2004-01-01,6,2,6,2,8
20402,MOCOMOCO,estado nutricional,clasificacion f,2004-01-01,2,2,2,2,4
51002,MOJINETE,estado nutricional,clasificacion f,2004-01-01,0,1,0,1,1
10303,MOJOCOYA,estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
10501,MONTEAGUDO,estado nutricional,clasificacion f,2004-01-01,8,1,8,1,9
71001,MONTERO,estado nutricional,clasificacion f,2004-01-01,15,8,15,8,23
30302,MOROCHATA,estado nutricional,clasificacion f,2004-01-01,2,0,2,0,2
50404,OCURI,estado nutricional,clasificacion f,2004-01-01,11,1,11,1,12
70202,OKINAWA,estado nutricional,clasificacion f,2004-01-01,0,1,0,1,1
40101,ORURO,estado nutricional,clasificacion f,2004-01-01,14,40,14,40,54
10401,PADILLA,estado nutricional,clasificacion f,2004-01-01,8,3,8,3,11
70502,PAILON,estado nutricional,clasificacion f,2004-01-01,2,1,2,1,3
20102,PALCA,estado nutricional,clasificacion f,2004-01-01,1,1,1,1,2
21104,PALOS BLANCOS,estado nutricional,clasificacion f,2004-01-01,3,1,3,1,4
70902,PAMPA GRANDE,estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
30202,PASORAPA,estado nutricional,clasificacion f,2004-01-01,0,1,0,1,1
21305,PATACAMAYA,estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
40602,PAZÑA,estado nutricional,clasificacion f,2004-01-01,1,1,1,1,2
20702,PELECHUCO,estado nutricional,clasificacion f,2004-01-01,2,0,2,0,2
50403,POCOATA,estado nutricional,clasificacion f,2004-01-01,2,3,2,3,5
31203,POCONA,estado nutricional,clasificacion f,2004-01-01,2,4,2,4,6
31202,POJO (CBBA),estado nutricional,clasificacion f,2004-01-01,2,1,2,1,3
40601,POOPO,estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
51203,PORCO,estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
10103,POROMA,estado nutricional,clasificacion f,2004-01-01,1,3,1,3,4
70601,PORTACHUELO,estado nutricional,clasificacion f,2004-01-01,6,1,6,1,7
70804,POSTRER VALLE,estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
50101,POTOSI,estado nutricional,clasificacion f,2004-01-01,19,4,19,4,23
10302,PRESTO,estado nutricional,clasificacion f,2004-01-01,6,2,6,2,8
20401,PUERTO ACOSTA,estado nutricional,clasificacion f,2004-01-01,0,1,0,1,1
20403,PUERTO CARABUCO,estado nutricional,clasificacion f,2004-01-01,0,1,0,1,1
21204,PUERTO PEREZ,estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
71402,PUERTO QUIJARRO,estado nutricional,clasificacion f,2004-01-01,0,1,0,1,1
71401,PUERTO SUAREZ,estado nutricional,clasificacion f,2004-01-01,1,2,1,2,3
31205,PUERTO VILLARROEL,estado nutricional,clasificacion f,2004-01-01,10,6,10,6,16
51101,PUNA,estado nutricional,clasificacion f,2004-01-01,6,4,6,4,10
31401,PUNATA,estado nutricional,clasificacion f,2004-01-01,1,1,1,1,2
20604,QUIABAYA,estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
30901,QUILLACOLLO,estado nutricional,clasificacion f,2004-01-01,2,0,2,0,2
21002,QUIME,estado nutricional,clasificacion f,2004-01-01,4,5,4,5,9
50402,RAVELO,estado nutricional,clasificacion f,2004-01-01,5,6,5,6,11
80301,REYES,estado nutricional,clasificacion f,2004-01-01,2,5,2,5,7
80201,RIBERALTA,estado nutricional,clasificacion f,2004-01-01,21,20,21,20,41
70503,ROBORE,estado nutricional,clasificacion f,2004-01-01,6,3,6,3,9
31001,SACABA,estado nutricional,clasificacion f,2004-01-01,4,3,4,3,7
30404,SACABAMBA,estado nutricional,clasificacion f,2004-01-01,2,0,2,0,2
50701,SACACA,estado nutricional,clasificacion f,2004-01-01,6,1,6,1,7
71302,SAIPINA,estado nutricional,clasificacion f,2004-01-01,0,1,0,1,1
40801,SALINAS DE GARCI MENDOZA,estado nutricional,clasificacion f,2004-01-01,2,0,2,0,2
51601,SAN AGUSTIN,estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
80602,SAN ANDRES,estado nutricional,clasificacion f,2004-01-01,0,1,0,1,1
71105,SAN ANTONIO DE LOMERIO,estado nutricional,clasificacion f,2004-01-01,7,5,7,5,12
31403,SAN BENITO,estado nutricional,clasificacion f,2004-01-01,2,0,2,0,2
80302,SAN BORJA,estado nutricional,clasificacion f,2004-01-01,17,2,17,2,19
21502,SAN BUENA VENTURA,estado nutricional,clasificacion f,2004-01-01,5,2,5,2,7
80501,SAN IGNACIO,estado nutricional,clasificacion f,2004-01-01,11,7,11,7,18
70301,SAN IGNACIO DE VELASCO,estado nutricional,clasificacion f,2004-01-01,27,10,27,10,37
80701,SAN JOAQUIN,estado nutricional,clasificacion f,2004-01-01,1,1,1,1,2
70501,SAN JOSE DE CHIQUITOS,estado nutricional,clasificacion f,2004-01-01,2,2,2,2,4
71104,SAN JULIAN,estado nutricional,clasificacion f,2004-01-01,5,5,5,5,10
90302,SAN LORENZO(PND),estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
60501,SAN LORENZO(TJA),estado nutricional,clasificacion f,2004-01-01,1,2,1,2,3
10702,SAN LUCAS,estado nutricional,clasificacion f,2004-01-01,11,8,11,8,19
71201,SAN MATIAS,estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
70302,SAN MIGUEL DE VELASCO,estado nutricional,clasificacion f,2004-01-01,0,1,0,1,1
50501,SAN PEDRO DE BUENA VISTA,estado nutricional,clasificacion f,2004-01-01,8,2,8,2,10
70303,SAN RAFAEL,estado nutricional,clasificacion f,2004-01-01,3,0,3,0,3
70101,SANTA CRUZ DE LA SIERRA,estado nutricional,clasificacion f,2004-01-01,52,14,52,14,66
80303,SANTA ROSA,estado nutricional,clasificacion f,2004-01-01,2,1,2,1,3
70602,SANTA ROSA DEL SARA,estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
41401,SANTIAGO DE HUARI,estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
30702,SANTIVAÑES,estado nutricional,clasificacion f,2004-01-01,3,0,3,0,3
20902,SAPAHAQUI,estado nutricional,clasificacion f,2004-01-01,1,1,1,1,2
21301,SICA SICA (VILLA AROMA),estado nutricional,clasificacion f,2004-01-01,9,1,9,1,10
30902,SIPE SIPE,estado nutricional,clasificacion f,2004-01-01,5,1,5,1,6
10403,SOPACHUY,estado nutricional,clasificacion f,2004-01-01,7,7,7,7,14
20601,SORATA,estado nutricional,clasificacion f,2004-01-01,1,1,1,1,2
10101,SUCRE,estado nutricional,clasificacion f,2004-01-01,21,14,21,14,35
50303,TACOBAMBA,estado nutricional,clasificacion f,2004-01-01,1,1,1,1,2
30602,TACOPAYA,estado nutricional,clasificacion f,2004-01-01,2,1,2,1,3
31101,TAPACARI,estado nutricional,clasificacion f,2004-01-01,6,2,6,2,8
10601,TARABUCO,estado nutricional,clasificacion f,2004-01-01,25,15,25,15,40
60101,TARIJA,estado nutricional,clasificacion f,2004-01-01,3,2,3,2,5
10202,TARVITA,estado nutricional,clasificacion f,2004-01-01,19,8,19,8,27
20803,TIAWANACU,estado nutricional,clasificacion f,2004-01-01,0,1,0,1,1
50102,TINGUIPAYA,estado nutricional,clasificacion f,2004-01-01,4,5,4,5,9
20606,TIPUANI,estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
31601,TIRAQUE (CBBA),estado nutricional,clasificacion f,2004-01-01,22,11,22,11,33
30803,TOLATA,estado nutricional,clasificacion f,2004-01-01,0,2,0,2,2
51202,TOMAVE,estado nutricional,clasificacion f,2004-01-01,2,1,2,1,3
10402,TOMINA,estado nutricional,clasificacion f,2004-01-01,10,19,10,19,29
50502,TORO TORO,estado nutricional,clasificacion f,2004-01-01,7,3,7,3,10
31201,TOTORA(CBBA),estado nutricional,clasificacion f,2004-01-01,4,1,4,1,5
80101,TRINIDAD,estado nutricional,clasificacion f,2004-01-01,13,22,13,22,35
50801,TUPIZA,estado nutricional,clasificacion f,2004-01-01,3,8,3,8,11
50201,UNCIA,estado nutricional,clasificacion f,2004-01-01,1,1,1,1,2
60401,URIONDO (A. CONCEPCION),estado nutricional,clasificacion f,2004-01-01,1,0,1,0,1
51201,UYUNI,estado nutricional,clasificacion f,2004-01-01,0,3,0,3,3
30502,VACAS,estado nutricional,clasificacion f,2004-01-01,4,0,4,0,4
70801,VALLEGRANDE,estado nutricional,clasificacion f,2004-01-01,1,1,1,1,2
20801,VIACHA,estado nutricional,clasificacion f,2004-01-01,4,4,4,4,8
60303,VILLA MONTES,estado nutricional,clasificacion f,2004-01-01,8,1,8,1,9
31402,VILLA RIVERO,estado nutricional,clasificacion f,2004-01-01,2,2,2,2,4
10801,VILLA SERRANO,estado nutricional,clasificacion f,2004-01-01,6,9,6,9,15
31003,VILLA TUNARI,estado nutricional,clasificacion f,2004-01-01,12,11,12,11,23
11001,VILLA VACA GUZMAN (MUYUPAMPA),estado nutricional,clasificacion f,2004-01-01,0,2,0,2,2
51501,VILLAZON,estado nutricional,clasificacion f,2004-01-01,2,0,2,0,2
30904,VINTO,estado nutricional,clasificacion f,2004-01-01,6,6,6,6,12
50602,VITICHI,estado nutricional,clasificacion f,2004-01-01,2,0,2,0,2
70201,WARNES,estado nutricional,clasificacion f,2004-01-01,9,1,9,1,10
60301,YACUIBA,estado nutricional,clasificacion f,2004-01-01,10,0,10,0,10
10602,YAMPARAEZ,estado nutricional,clasificacion f,2004-01-01,11,3,11,3,14
70403,YAPACANI,estado nutricional,clasificacion f,2004-01-01,3,1,3,1,4
10102,YOTALA,estado nutricional,clasificacion f,2004-01-01,2,1,2,1,3
60402,YUNCHARA,estado nutricional,clasificacion f,2004-01-01,0,2,0,2,2
10301,ZUDAÑEZ,estado nutricional,clasificacion f,2004-01-01,7,2,7,2,9
51302,ACACIO,estado nutricional,clasificacion f,2004-02-01,3,6,3,6,9
20201,ACHACACHI,estado nutricional,clasificacion f,2004-02-01,1,3,1,3,4
20104,ACHOCALLA,estado nutricional,clasificacion f,2004-02-01,2,1,2,1,3
30201,AIQUILE,estado nutricional,clasificacion f,2004-02-01,11,1,11,1,12
10404,ALCALA,estado nutricional,clasificacion f,2004-02-01,1,5,1,5,6
20202,ANCORAIMES,estado nutricional,clasificacion f,2004-02-01,2,0,2,0,2
41201,ANDAMARCA,estado nutricional,clasificacion f,2004-02-01,1,0,1,0,1
30402,ANZALDO,estado nutricional,clasificacion f,2004-02-01,5,0,5,0,5
51301,ARAMPAMPA,estado nutricional,clasificacion f,2004-02-01,3,0,3,0,3
30501,ARANI,estado nutricional,clasificacion f,2004-02-01,2,0,2,0,2
30403,ARBIETO,estado nutricional,clasificacion f,2004-02-01,1,0,1,0,1
30601,ARQUE,estado nutricional,clasificacion f,2004-02-01,2,2,2,2,4
71501,ASCENCION DE GUARAYOS,estado nutricional,clasificacion f,2004-02-01,18,5,18,5,23
50802,ATOCHA,estado nutricional,clasificacion f,2004-02-01,2,3,2,3,5
20503,AUCAPATA,estado nutricional,clasificacion f,2004-02-01,2,0,2,0,2
20502,AYATA,estado nutricional,clasificacion f,2004-02-01,10,2,10,2,12
21303,AYO AYO,estado nutricional,clasificacion f,2004-02-01,1,1,1,1,2
30301,AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,clasificacion f,2004-02-01,8,2,8,2,10
10201,AZURDUY,estado nutricional,clasificacion f,2004-02-01,12,16,12,16,28
80802,BAURES,estado nutricional,clasificacion f,2004-02-01,1,0,1,0,1
50301,BETANZOS,estado nutricional,clasificacion f,2004-02-01,19,11,19,11,30
31501,BOLIVAR,estado nutricional,clasificacion f,2004-02-01,0,2,0,2,2
70707,BOYUIBE,estado nutricional,clasificacion f,2004-02-01,1,0,1,0,1
70703,CABEZAS,estado nutricional,clasificacion f,2004-02-01,5,2,5,2,7
20905,CAIROMA,estado nutricional,clasificacion f,2004-02-01,2,0,2,0,2
51102,"CAIZA ""D""",estado nutricional,clasificacion f,2004-02-01,3,2,3,2,5
21003,CAJUATA,estado nutricional,clasificacion f,2004-02-01,1,1,1,1,2
20303,CALACOTO,estado nutricional,clasificacion f,2004-02-01,0,1,0,1,1
21304,CALAMARCA,estado nutricional,clasificacion f,2004-02-01,4,1,4,1,5
10701,CAMARGO,estado nutricional,clasificacion f,2004-02-01,1,0,1,0,1
70706,CAMIRI,estado nutricional,clasificacion f,2004-02-01,9,6,9,6,15
30701,CAPINOTA,estado nutricional,clasificacion f,2004-02-01,2,0,2,0,2
40102,CARACOLLO,estado nutricional,clasificacion f,2004-02-01,2,0,2,0,2
22001,CARANAVI,estado nutricional,clasificacion f,2004-02-01,6,3,6,3,9
60302,CARAPARI,estado nutricional,clasificacion f,2004-02-01,1,1,1,1,2
50702,CARIPUYO,estado nutricional,clasificacion f,2004-02-01,5,4,5,4,9
40201,CHALLAPATA,estado nutricional,clasificacion f,2004-02-01,4,1,4,1,5
70702,CHARAGUA,estado nutricional,clasificacion f,2004-02-01,13,6,13,6,19
50202,CHAYANTA,estado nutricional,clasificacion f,2004-02-01,1,3,1,3,4
20501,CHUMA,estado nutricional,clasificacion f,2004-02-01,5,0,5,0,5
90101,COBIJA,estado nutricional,clasificacion f,2004-02-01,6,4,6,4,10
30101,COCHABAMBA,estado nutricional,clasificacion f,2004-02-01,9,5,9,5,14
31002,COLOMI,estado nutricional,clasificacion f,2004-02-01,2,2,2,2,4
50401,COLQUECHACA,estado nutricional,clasificacion f,2004-02-01,10,13,10,13,23
71301,COMARAPA,estado nutricional,clasificacion f,2004-02-01,4,0,4,0,4
21701,COPACABANA,estado nutricional,clasificacion f,2004-02-01,1,0,1,0,1
20301,CORO CORO,estado nutricional,clasificacion f,2004-02-01,0,2,0,2,2
21401,COROICO,estado nutricional,clasificacion f,2004-02-01,1,0,1,0,1
40301,CORQUE,estado nutricional,clasificacion f,2004-02-01,3,0,3,0,3
50601,COTAGAITA,estado nutricional,clasificacion f,2004-02-01,6,5,6,5,11
70102,COTOCA,estado nutricional,clasificacion f,2004-02-01,1,2,1,2,3
10902,CULPINA,estado nutricional,clasificacion f,2004-02-01,7,7,7,7,14
21602,CURVA,estado nutricional,clasificacion f,2004-02-01,1,0,1,0,1
20105,EL ALTO,estado nutricional,clasificacion f,2004-02-01,55,18,55,18,73
40103,EL CHORO,estado nutricional,clasificacion f,2004-02-01,4,2,4,2,6
71503,EL PUENTE(STC),estado nutricional,clasificacion f,2004-02-01,3,3,3,3,6
70105,EL TORNO,estado nutricional,clasificacion f,2004-02-01,1,1,1,1,2
10405,EL VILLAR,estado nutricional,clasificacion f,2004-02-01,4,1,4,1,5
41101,EUCALIPTUS,estado nutricional,clasificacion f,2004-02-01,1,0,1,0,1
80402,EXALTACION,estado nutricional,clasificacion f,2004-02-01,2,2,2,2,4
71002,GENERAL SAAVEDRA,estado nutricional,clasificacion f,2004-02-01,11,8,11,8,19
21601,GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,clasificacion f,2004-02-01,1,0,1,0,1
20602,GUANAY,estado nutricional,clasificacion f,2004-02-01,2,5,2,5,7
20802,GUAQUI,estado nutricional,clasificacion f,2004-02-01,2,0,2,0,2
80202,GUAYARAMERIN,estado nutricional,clasificacion f,2004-02-01,4,2,4,2,6
70705,GUTIERREZ,estado nutricional,clasificacion f,2004-02-01,6,18,6,18,24
10502,HUACARETA,estado nutricional,clasificacion f,2004-02-01,4,1,4,1,5
11002,HUACAYA (VILLA DE HUACAYA),estado nutricional,clasificacion f,2004-02-01,1,1,1,1,2
40501,HUACHACALLA,estado nutricional,clasificacion f,2004-02-01,0,1,0,1,1
80803,HUARACAJE,estado nutricional,clasificacion f,2004-02-01,2,0,2,0,2
21005,ICHOCA,estado nutricional,clasificacion f,2004-02-01,2,0,2,0,2
10304,ICLA,estado nutricional,clasificacion f,2004-02-01,5,7,5,7,12
10703,INCAHUASI,estado nutricional,clasificacion f,2004-02-01,9,12,9,12,21
21501,IXIAMAS,estado nutricional,clasificacion f,2004-02-01,3,4,3,4,7
21105,LA ASUNTA,estado nutricional,clasificacion f,2004-02-01,1,0,1,0,1
70104,LA GUARDIA,estado nutricional,clasificacion f,2004-02-01,2,3,2,3,5
20101,LA PAZ,estado nutricional,clasificacion f,2004-02-01,53,17,53,17,70
70701,LAGUNILLAS,estado nutricional,clasificacion f,2004-02-01,0,7,0,7,7
50203,LLALLAGUA,estado nutricional,clasificacion f,2004-02-01,14,4,14,4,18
20901,LURIBAY,estado nutricional,clasificacion f,2004-02-01,1,1,1,1,2
11003,MACHARETI,estado nutricional,clasificacion f,2004-02-01,3,2,3,2,5
80801,MAGDALENA,estado nutricional,clasificacion f,2004-02-01,0,1,0,1,1
71003,MINEROS,estado nutricional,clasificacion f,2004-02-01,7,4,7,4,11
31301,MIZQUE,estado nutricional,clasificacion f,2004-02-01,3,2,3,2,5
20402,MOCOMOCO,estado nutricional,clasificacion f,2004-02-01,1,2,1,2,3
10303,MOJOCOYA,estado nutricional,clasificacion f,2004-02-01,2,0,2,0,2
10501,MONTEAGUDO,estado nutricional,clasificacion f,2004-02-01,8,2,8,2,10
71001,MONTERO,estado nutricional,clasificacion f,2004-02-01,14,7,14,7,21
70803,MORO MORO,estado nutricional,clasificacion f,2004-02-01,0,1,0,1,1
30302,MOROCHATA,estado nutricional,clasificacion f,2004-02-01,1,1,1,1,2
50404,OCURI,estado nutricional,clasificacion f,2004-02-01,9,7,9,7,16
70202,OKINAWA,estado nutricional,clasificacion f,2004-02-01,1,0,1,0,1
40101,ORURO,estado nutricional,clasificacion f,2004-02-01,12,5,12,5,17
60201,PADCAYA,estado nutricional,clasificacion f,2004-02-01,1,0,1,0,1
10401,PADILLA,estado nutricional,clasificacion f,2004-02-01,8,1,8,1,9
70502,PAILON,estado nutricional,clasificacion f,2004-02-01,4,0,4,0,4
20102,PALCA,estado nutricional,clasificacion f,2004-02-01,1,0,1,0,1
21104,PALOS BLANCOS,estado nutricional,clasificacion f,2004-02-01,1,2,1,2,3
40802,PAMPA AULLAGAS,estado nutricional,clasificacion f,2004-02-01,0,1,0,1,1
70902,PAMPA GRANDE,estado nutricional,clasificacion f,2004-02-01,0,1,0,1,1
21305,PATACAMAYA,estado nutricional,clasificacion f,2004-02-01,5,4,5,4,9
50403,POCOATA,estado nutricional,clasificacion f,2004-02-01,7,5,7,5,12
31203,POCONA,estado nutricional,clasificacion f,2004-02-01,3,1,3,1,4
31202,POJO (CBBA),estado nutricional,clasificacion f,2004-02-01,3,1,3,1,4
40601,POOPO,estado nutricional,clasificacion f,2004-02-01,1,3,1,3,4
51203,PORCO,estado nutricional,clasificacion f,2004-02-01,1,0,1,0,1
10103,POROMA,estado nutricional,clasificacion f,2004-02-01,6,4,6,4,10
90102,PORVENIR,estado nutricional,clasificacion f,2004-02-01,1,1,1,1,2
50101,POTOSI,estado nutricional,clasificacion f,2004-02-01,14,3,14,3,17
10302,PRESTO,estado nutricional,clasificacion f,2004-02-01,5,0,5,0,5
21201,PUCARANI,estado nutricional,clasificacion f,2004-02-01,3,1,3,1,4
20403,PUERTO CARABUCO,estado nutricional,clasificacion f,2004-02-01,3,1,3,1,4
90301,PUERTO GONZALO MORENO,estado nutricional,clasificacion f,2004-02-01,1,2,1,2,3
80703,PUERTO SILES,estado nutricional,clasificacion f,2004-02-01,0,1,0,1,1
71401,PUERTO SUAREZ,estado nutricional,clasificacion f,2004-02-01,2,0,2,0,2
31205,PUERTO VILLARROEL,estado nutricional,clasificacion f,2004-02-01,11,11,11,11,22
51101,PUNA,estado nutricional,clasificacion f,2004-02-01,13,6,13,6,19
31401,PUNATA,estado nutricional,clasificacion f,2004-02-01,2,1,2,1,3
30901,QUILLACOLLO,estado nutricional,clasificacion f,2004-02-01,12,10,12,10,22
21002,QUIME,estado nutricional,clasificacion f,2004-02-01,1,2,1,2,3
50402,RAVELO,estado nutricional,clasificacion f,2004-02-01,16,7,16,7,23
80301,REYES,estado nutricional,clasificacion f,2004-02-01,1,2,1,2,3
80201,RIBERALTA,estado nutricional,clasificacion f,2004-02-01,19,7,19,7,26
70503,ROBORE,estado nutricional,clasificacion f,2004-02-01,5,4,5,4,9
80304,RURRENABAQUE,estado nutricional,clasificacion f,2004-02-01,1,1,1,1,2
31001,SACABA,estado nutricional,clasificacion f,2004-02-01,6,0,6,0,6
30404,SACABAMBA,estado nutricional,clasificacion f,2004-02-01,1,2,1,2,3
50701,SACACA,estado nutricional,clasificacion f,2004-02-01,24,11,24,11,35
71302,SAIPINA,estado nutricional,clasificacion f,2004-02-01,1,0,1,0,1
71105,SAN ANTONIO DE LOMERIO,estado nutricional,clasificacion f,2004-02-01,4,3,4,3,7
